image_index,latent_distance,original_entropy_latent,counterfactual_entropy_latent,latent_entropy_reduction,original_entropy_recon,counterfactual_entropy_recon,recon_entropy_reduction,original_log_likelihood,reconstruction_log_likelihood,counterfactual_log_likelihood,log_likelihood_difference,recon_counterfactual_log_likelihood_difference,likelihood_ratio,recon_counterfactual_likelihood_ratio,original_realism_score,reconstruction_realism_score,counterfactual_realism_score,realism_score_difference,recon_counterfactual_realism_difference,original_class_latent,original_class_recon,counterfactual_class_latent,counterfactual_class_recon,original_prob_class_0,original_prob_class_1,original_prob_class_2,original_prob_class_3,original_prob_class_4,original_prob_class_5,original_prob_class_6,original_prob_class_7,original_prob_class_8,original_prob_class_9,counterfactual_prob_class_0,counterfactual_prob_class_1,counterfactual_prob_class_2,counterfactual_prob_class_3,counterfactual_prob_class_4,counterfactual_prob_class_5,counterfactual_prob_class_6,counterfactual_prob_class_7,counterfactual_prob_class_8,counterfactual_prob_class_9
0,19.038043975830078,1.679767370223999,0.012895751744508743,1.6668716669082642,0.8939517736434937,1.527796983718872,-0.6338452100753784,-88.80288696289062,-100.44524383544922,-178.2623748779297,89.45948791503906,77.81713104248047,7.108237915657139e+38,6.245261234434572e+33,0.9855402112007141,0.9814412593841553,0.9186522960662842,0.06688791513442993,0.0627889633178711,3,1,3,3,0.0004385584,0.10166958,0.20190166,0.27273422,0.16995227,0.011420435,0.0013828794,0.2254142,0.00210383,0.012982358,1.016026e-06,0.00042736402,0.00085998804,0.99850446,3.4117296e-05,5.693459e-07,2.8373122e-06,7.2122966e-05,4.2387546e-06,9.331716e-05
1,27.69906997680664,1.6645967960357666,0.0012818025425076485,1.663314938545227,1.054689645767212,0.5099765062332153,0.5447131395339966,-147.51438903808594,-198.23422241210938,-230.44992065429688,82.93553161621094,32.2156982421875,1.0433829476644332e+36,97971549594183.06,0.9580369591712952,0.8852653503417969,0.8040210604667664,0.1540158987045288,0.08124428987503052,0,2,4,4,0.32330844,0.0055943322,0.17292726,1.319257e-07,0.22604202,0.00014330802,0.075418524,0.04330124,0.0021499118,0.15111476,3.9427283e-05,7.049974e-07,5.4428324e-06,1.878522e-10,0.99989104,2.2975802e-05,2.3958517e-05,2.3678585e-06,3.4532386e-06,1.0717556e-05
2,0.5771269798278809,1.9451138086878927e-06,0.0007247008616104722,-0.0007227557362057269,0.8343914151191711,0.7441614270210266,0.09022998809814453,-80.16583251953125,-153.20179748535156,-154.38185119628906,74.21601867675781,1.1800537109375,1.7045407181832302e+32,3.254549003073383,0.9876426458358765,0.9492869973182678,0.9484385251998901,0.03920412063598633,0.0008484721183776855,9,9,9,9,1.0577516e-09,1.0630453e-12,5.233536e-09,3.5173166e-08,1.1958282e-08,5.7177627e-09,2.2631685e-11,2.8248946e-08,1.575368e-08,0.9999999,8.603823e-09,1.3731534e-09,1.4348199e-10,2.0681883e-09,5.3831856e-05,6.6879716e-07,4.825414e-13,1.04991e-05,2.4047349e-08,0.999935
3,21.661746978759766,1.4592177867889404,0.0031417212449014187,1.4560760259628296,0.6020580530166626,0.2915228307247162,0.3105352222919464,-123.7574691772461,-177.83912658691406,-195.52304077148438,71.76557159423828,17.683914184570312,1.4702518482008847e+31,47865913.18712357,0.9712674617767334,0.9183593988418579,0.8930650353431702,0.07820242643356323,0.025294363498687744,3,5,3,3,0.033207458,0.00039246166,3.66614e-05,0.3403686,0.008887725,0.09011698,0.0036981034,1.0362423e-05,0.2992397,0.22404194,5.738855e-06,2.8120455e-06,0.00019648382,0.99969465,1.5182053e-05,2.377517e-06,1.12124135e-05,1.2665035e-06,1.6224536e-05,5.4048076e-05
4,19.85410499572754,1.3200253248214722,0.0008251491235569119,1.3192001581192017,0.737241804599762,0.49400362372398376,0.2432381808757782,-69.23088073730469,-95.87931060791016,-124.69009399414062,55.45921325683594,28.81078338623047,1.2179523231649478e+24,3253600633446.8384,0.9900866150856018,0.9838783740997314,0.9721319079399109,0.017954707145690918,0.011746466159820557,7,7,7,7,0.10908621,0.067735836,0.18457307,0.0026946175,7.118428e-06,1.7182201e-05,5.618056e-05,0.5598402,0.023174483,0.052815,1.5765087e-05,3.531642e-06,3.4095996e-05,9.127149e-07,1.6412473e-08,4.091179e-09,8.264423e-10,0.99993026,3.144782e-07,1.516109e-05
5,18.418109893798828,1.3566746711730957,0.012994406744837761,1.3436802625656128,1.7959773540496826,1.6584694385528564,0.13750791549682617,-101.13947296142578,-104.1632080078125,-171.39146423339844,70.25199127197266,67.22825622558594,3.23632517917972e+30,1.5734781147124986e+29,0.9829263687133789,0.9792013168334961,0.9222596287727356,0.06066673994064331,0.0569416880607605,8,7,8,2,0.056433666,0.06240014,0.15797625,0.044792287,5.4752345e-05,0.009278399,0.00010296987,0.09634136,0.57250184,0.00011836929,1.1350649e-05,0.00020029282,0.00037319068,5.962497e-05,5.109599e-09,0.0007218608,8.1941874e-07,0.00010139821,0.99853146,3.024011e-08
6,22.598953247070312,1.3836369514465332,0.0009600600460544229,1.3826768398284912,1.5472791194915771,0.7953845858573914,0.7518945336341858,-103.00651550292969,-141.8679656982422,-136.94117736816406,33.934661865234375,-4.926788330078125,546558173479152.8,0.007249749734590957,0.9800310134887695,0.9581431150436401,0.965650737285614,0.014380276203155518,-0.007507622241973877,9,7,9,8,0.063273,0.00014119824,0.32970822,0.0005466147,0.0052010803,0.022063121,5.816668e-07,0.0052265488,0.21615465,0.35768497,2.4209316e-05,9.17623e-08,2.2256832e-05,6.256329e-09,2.360586e-07,8.999106e-07,5.921512e-11,1.635702e-05,1.6872564e-05,0.9999191
7,21.96495819091797,1.34798002243042,0.021144993603229523,1.326835036277771,1.083056092262268,0.9602603912353516,0.1227957010269165,-104.80493927001953,-119.88772583007812,-142.7490234375,37.94408416748047,22.861297607421875,3.0123565504518864e+16,8482725237.109672,0.9808093309402466,0.9690649509429932,0.9605795741081238,0.020229756832122803,0.008485376834869385,8,6,8,8,3.496735e-05,1.2384576e-05,0.14066024,0.009264184,0.0017946674,0.30776337,0.1510609,0.000119424665,0.38925803,3.18684e-05,1.6270274e-08,4.8625637e-10,0.0011455488,9.5132924e-07,2.9144915e-06,0.0015924062,2.9664841e-05,4.858627e-08,0.9972285,4.3151152e-10
8,18.582895278930664,1.2995550632476807,0.014295588247478008,1.285259485244751,0.7961591482162476,0.06325706839561462,0.7329020500183105,-99.3825912475586,-121.9799575805664,-201.89012145996094,102.50753021240234,79.91016387939453,3.299550082906569e+44,5.064577494797877e+34,0.9821761250495911,0.9722294807434082,0.8792403340339661,0.102935791015625,0.09298914670944214,6,6,6,6,0.014461479,0.19556852,0.29125956,0.04788008,0.007316741,0.00059566705,0.4409146,0.0019069588,6.5664615e-05,3.0721436e-05,7.290306e-05,0.000103235085,0.0012467961,0.00027560018,4.516948e-06,1.4450744e-06,0.99827194,2.633297e-07,3.8376018e-07,2.3013845e-05
9,16.247787475585938,1.3505330085754395,0.006816612556576729,1.3437163829803467,1.0840076208114624,0.13198751211166382,0.9520201086997986,-114.13897705078125,-118.37728118896484,-179.26132202148438,65.12234497070312,60.88404083251953,1.9154687425729898e+28,2.7644132731305037e+26,0.9765575528144836,0.975309431552887,0.9150964021682739,0.06146115064620972,0.06021302938461304,2,8,2,2,0.0028746172,0.20088626,0.41384304,0.023952061,0.003034217,6.715133e-05,0.0006469689,0.29529488,0.001203804,0.058196925,2.100003e-05,0.000100060905,0.999263,1.0234937e-05,2.168204e-05,1.5206695e-07,3.2711162e-07,0.0005256409,2.5145606e-05,3.284323e-05
